room_type_id,accommodation_id,name,capacity,quantity,price,discount_price,amenities,description
1698,423,Club Suite with Terrace,2,8,8000000,7200000,"Phòng khách nhỏ, ban công lớn hướng biển, tiện nghi nâng cấp, có quyền sử dụng Club Lounge.",Phòng cao cấp, có Club benefits.
1699,423,Family Connecting Suites,4,5,12000000,10800000,"2 căn suite thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1700,423,Grand Suite (2 Bedrooms),4,3,18000000,16200000,"Suite 2 phòng ngủ, phòng khách riêng, tiện nghi xa xỉ.",Căn suite lớn, phục vụ gia đình hoặc nhóm nhỏ.
1701,424,Pool Villa (1 Bedroom, Spa Inclusive),2,10,10000000,9000000,"Resort 5 sao, villa có hồ bơi riêng, spa trọn gói, nằm ở khu vực Bãi Dài.",Trải nghiệm nghỉ dưỡng trọn gói, thư giãn.
1702,424,Beachfront Pool Villa (2 Bedrooms),4,8,20000000,18000000,"Villa 2 phòng ngủ, hồ bơi riêng, vị trí sát biển, spa trọn gói.",Biệt thự sang trọng, riêng tư, view độc đáo.
1703,424,Pool Villa (3 Bedrooms, Spa Inclusive),6,5,25000000,22500000,"Villa 3 phòng ngủ, hồ bơi riêng, phòng khách riêng, spa trọn gói.",Lý tưởng cho gia đình/nhóm lớn, bao gồm dịch vụ spa.
1704,424,Garden Pool Villa (1 Bedroom),2,3,8000000,7200000,"Villa 1 phòng ngủ, hồ bơi riêng, view vườn, riêng tư.",Căn biệt thự nhỏ, riêng tư.
1705,425,Deluxe Room Garden View,2,15,4000000,3600000,"Gần Casino và VinWonders, hồ bơi lớn, tiện nghi 5 sao.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1706,425,Radisson Blu Suite,2,10,6500000,5850000,"Phòng khách nhỏ, ban công lớn, tiện nghi nâng cấp.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1707,425,Family Connecting Rooms,4,5,9000000,8100000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1708,425,Ocean View Villa (2 Bedrooms),4,3,15000000,13500000,"Villa 2 phòng ngủ, phòng khách riêng, view biển.",Lý tưởng cho gia đình, không gian rộng rãi, tiện nghi sang trọng.
1709,426,Bungalow Garden View,2,10,6000000,5400000,"Resort 5 sao, thiết kế bungalow, nằm trên bãi biển yên tĩnh Ông Lang.",Bungalow riêng biệt, gần gũi thiên nhiên.
1710,426,Beachfront Pool Villa (1 Bedroom),2,8,12000000,10800000,"Villa 1 phòng ngủ, hồ bơi riêng, vị trí sát biển.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1711,426,Sea View Bungalow,2,5,8000000,7200000,"Bungalow riêng biệt, view biển, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1712,426,Connecting Bungalows,4,3,15000000,13500000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1713,427,Deluxe Room Ocean View,2,15,3500000,3150000,"Resort 4 sao, view biển Ông Lang, hồ bơi vô cực.",Phòng nghỉ tiêu chuẩn, sạch sẽ, view biển đẹp.
1714,427,Moonrise Suite,2,10,5000000,4500000,"Phòng khách nhỏ, ban công lớn, tiện nghi nâng cấp.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1715,427,Family Quad Room,4,5,7000000,6300000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1716,427,Connecting Rooms (Family),4,3,8500000,7650000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1717,428,Standard Apartment (1 Bedroom),2,12,4500000,4050000,"Khu căn hộ và resort 5 sao, gần khu vực Ông Lang, dịch vụ cao cấp.",Căn hộ hiện đại, tiện nghi đầy đủ.
1718,428,Ocean View Penthouse (2 Bedrooms),4,8,9000000,8100000,"Căn hộ 2 phòng ngủ, tầng cao, view biển, tiện nghi sang trọng.",Lý tưởng cho gia đình, không gian rộng rãi.
1719,428,Family Connecting Apartments,4,5,12000000,10800000,"2 căn Standard thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1720,428,Duplex Apartment (2 Bedrooms),4,3,15000000,13500000,"Căn hộ Duplex, 2 tầng, 2 phòng ngủ, không gian sống tiện nghi.",Căn hộ cao cấp, phù hợp gia đình.
1721,429,Bungalow Garden View,2,10,3000000,2700000,"Eco resort, thiết kế thân thiện môi trường, nằm trên bãi biển Ông Lang.",Bungalow riêng biệt, gần gũi thiên nhiên.
1722,429,Bungalow Sea View,2,8,4500000,4050000,"Bungalow riêng biệt, view biển, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1723,429,Triple Room,3,5,6000000,5400000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1724,429,Family Connecting Bungalows,4,3,7500000,6750000,"2 Bungalow thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1725,430,Standard Double Room,2,18,1200000,1080000,"Tiện nghi cơ bản, gần biển Ông Lang, giá phải chăng, tiện nghi 3 sao.",Phòng cơ bản, sạch sẽ, giá rẻ.
1726,430,Superior Twin Room,2,12,1500000,1350000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1727,430,Triple Room,3,8,2000000,1800000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1728,430,Family Quad Room,4,5,2500000,2250000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1729,431,Standard Double Room,2,20,700000,630000,"Sạch sẽ, nằm ở khu vực trung tâm xã, gần rừng, tiện nghi bình dân.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1730,431,Twin Room with Window,2,15,900000,810000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1731,431,Triple Room,3,10,1200000,1080000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1732,431,Family Quad Room,4,5,1600000,1440000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1733,432,Deluxe Room Sea View,2,12,5000000,4500000,"Resort 5 sao, thiết kế hình vỏ sò độc đáo, nằm sát biển Gành Gió.",Phòng nghỉ tiêu chuẩn, sạch sẽ, view biển đẹp.
1734,432,The Shells Suite,2,8,7500000,6750000,"Phòng khách nhỏ, ban công rộng hướng biển, nội thất tinh tế.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1735,432,Family Villa (2-Bedroom),4,5,12000000,10800000,"Villa 2 phòng ngủ, phòng khách/ăn nhỏ, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự.
1736,432,Ocean View Penthouse,4,3,15000000,13500000,"Căn hộ tầng cao, view biển, tiện nghi sang trọng.",Căn hộ cao cấp, view đẹp.
1737,433,Deluxe Room Ocean View,2,10,3800000,3420000,"Resort 4 sao, nằm trên sườn đồi, view biển, khu vực yên tĩnh.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái, view biển.
1738,433,Sea Sense Villa (1-Bedroom, Pool),2,8,7000000,6300000,"Villa 1 phòng ngủ, hồ bơi riêng nhỏ, phòng khách riêng.",Căn biệt thự nhỏ, riêng tư.
1739,433,Family Quad Room,4,5,6000000,5400000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1740,433,Connecting Rooms (Family),4,3,8500000,7650000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1741,434,Standard Double Room,2,20,600000,540000,"Sạch sẽ, tiện nghi cơ bản, gần khu dân cư.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1742,434,Twin Room with Window,2,15,800000,720000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1743,434,Triple Room,3,10,1100000,990000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1744,434,Family Quad Room,4,5,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1745,435,Standard Double Room,2,15,1800000,1620000,"Resort nhỏ, không gian xanh mát, yên tĩnh, gần trung tâm.",Phòng cơ bản, sạch sẽ, giá rẻ.
1746,435,Bungalow Garden View,2,10,2500000,2250000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1747,435,Triple Room,3,5,3500000,3150000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1748,435,Family Quad Room,4,3,4500000,4050000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1749,436,Deluxe Room with Balcony,2,10,6000000,5400000,"Resort 5 sao, gần sân bay, kiến trúc kết hợp hiện đại và truyền thống.",Phòng nghỉ tiêu chuẩn, sang trọng, nội thất độc đáo.
1750,436,Salinda Suite Ocean View,2,8,9000000,8100000,"Phòng khách riêng, ban công lớn hướng biển, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi, view biển.
1751,436,Salinda Villa (Private Garden),2,5,15000000,13500000,"Villa 1 phòng ngủ, sân vườn riêng, riêng tư.",Căn biệt thự nhỏ, riêng tư.
1752,436,Family Connecting Rooms,4,3,12000000,10800000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1753,437,Deluxe Room Garden View,2,10,7000000,6300000,"Resort 5 sao, kiến trúc biệt thự Pháp cổ, nằm sát biển, khu vực yên tĩnh.",Phòng nghỉ tiêu chuẩn, sang trọng, nội thất độc đáo.
1754,437,La Veranda Suite Ocean View,2,8,10000000,9000000,"Phòng khách riêng, ban công lớn hướng biển, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi, view biển.
1755,437,La Veranda Villa (Private Pool),2,5,16000000,14400000,"Villa 1 phòng ngủ, hồ bơi riêng, phòng khách riêng, riêng tư.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1756,437,Connecting Rooms,4,3,19000000,17100000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1757,438,Studio Room with Balcony,2,12,2500000,2250000,"Resort/Villa 4 sao, không gian sân vườn, gần biển Cửa Lấp.",Phòng nghỉ studio nhỏ gọn, phù hợp cho cặp đôi.
1758,438,Garden House Villa (2 Bedrooms),4,8,6000000,5400000,"Villa 2 phòng ngủ, sân vườn riêng, bếp nhỏ.",Lý tưởng cho gia đình 4 người, tận hưởng tiện ích biệt thự.
1759,438,Family Connecting Rooms,4,5,7500000,6750000,"2 phòng Studio thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1760,438,Triple Room,3,3,4200000,3780000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.",Phòng ba người, đơn giản và hiệu quả.
1761,439,Standard Double Room,2,18,1000000,900000,"Sạch sẽ, tiện nghi, gần khu vực chợ đêm và trung tâm, tiện nghi 3 sao.",Phòng cơ bản, sạch sẽ, giá rẻ.
1762,439,Superior Twin Room,2,12,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1763,439,Triple Room,3,8,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1764,439,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1765,440,Standard Double Room,2,15,1800000,1620000,"Nằm sát biển, giá cả phải chăng, tiện nghi 3 sao.",Phòng cơ bản, sạch sẽ, giá rẻ.
1766,440,Bungalow Garden View,2,10,2500000,2250000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1767,440,Triple Room,3,5,3500000,3150000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1768,440,Family Quad Room,4,3,4500000,4050000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1769,441,Double Room (Sea View),2,10,800000,720000,"Homestay nhỏ, nằm ở làng chài, trải nghiệm cuộc sống địa phương.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1770,441,Family Room (The Cabin),4,8,1600000,1440000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1771,441,Triple Room,3,5,1200000,1080000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1772,441,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1773,442,Standard Double Room,2,20,500000,450000,"Sạch sẽ, tiện nghi cơ bản, gần cầu cảng Hàm Ninh.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1774,442,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1775,442,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1776,442,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1777,443,Standard Double Room,2,15,1800000,1620000,"Resort nhỏ, không gian yên tĩnh, gần biển và khu vực rừng núi.",Phòng cơ bản, sạch sẽ, giá rẻ.
1778,443,Bungalow Garden View,2,10,2500000,2250000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1779,443,Triple Room,3,5,3500000,3150000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1780,443,Family Quad Room,4,3,4500000,4050000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1781,444,Standard Double Room,2,18,1000000,900000,"Nhà nghỉ/bungalow, thiết kế đơn giản, view biển Hàm Ninh.",Phòng cơ bản, sạch sẽ, giá rẻ.
1782,444,Bungalow Sea View,2,12,1500000,1350000,"Bungalow riêng biệt, view biển, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1783,444,Triple Room,3,8,2000000,1800000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1784,444,Family Quad Room,4,5,2500000,2250000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1785,445,Double Room (Village View),2,10,700000,630000,"Homestay nhỏ, thiết kế mộc mạc, gần khu vực chợ hải sản Hàm Ninh.",Phòng homestay nhỏ gọn, gần gũi thiên nhiên.
1786,445,Family Room (The Cabin),4,8,1400000,1260000,"Cabin gỗ nhỏ, tiện nghi cơ bản, phục vụ nhóm gia đình.",Phù hợp cho gia đình.
1787,445,Triple Room,3,5,1000000,900000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1788,445,Dormitory Bed (Shared),1,5,250000,225000,"Giường tầng, tủ khóa, phòng tắm chung, giá cực rẻ.",Phòng nghỉ tập thể siêu rẻ.
1789,446,Deluxe Room River View,2,10,7500000,6750000,"Khách sạn 5 sao, kiến trúc thuộc địa Pháp, nằm ven sông Hương.",Phòng nghỉ tiêu chuẩn, sang trọng, view sông.
1790,446,Presidential Suite,4,8,15000000,13500000,"Suite 2 phòng ngủ, phòng khách riêng, tiện nghi xa xỉ, tầm nhìn toàn cảnh.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1791,446,Garden Suite,2,5,10000000,9000000,"Căn suite rộng rãi, thiết kế sang trọng, view vườn, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi.
1792,446,Connecting Rooms,4,3,12000000,10800000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1793,447,Lagoon View Villa (1 Bedroom),2,10,8000000,7200000,"Resort 5 sao, nằm giữa đầm phá, kiến trúc độc đáo, dịch vụ spa cao cấp.",Villa riêng biệt, view đầm phá lãng mạn.
1794,447,Water Villa (1 Bedroom),2,8,11000000,9900000,"Villa nằm trên mặt nước, view đầm phá, không gian lãng mạn.",Trải nghiệm nghỉ dưỡng độc đáo trên mặt nước.
1795,447,Family Villa (2 Bedrooms, Pool),4,5,18000000,16200000,"Villa 2 phòng ngủ, hồ bơi riêng, phòng khách riêng.",Lý tưởng cho gia đình, không gian rộng rãi, tiện nghi sang trọng.
1796,447,Connecting Villas,4,3,25000000,22500000,"2 Villa thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1797,448,Deluxe Room City View,2,12,3500000,3150000,"Khách sạn 5 sao, thiết kế sang trọng, nằm ngay trung tâm thành phố.",Phòng nghỉ tiêu chuẩn, sang trọng, view thành phố.
1798,448,Indochine Suite,2,8,5500000,4950000,"Phòng khách nhỏ, ban công lớn, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi.
1799,448,Family Connecting Rooms,4,5,7500000,6750000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1800,448,Executive Suite,3,3,10000000,9000000,"Căn suite rộng rãi, có khu vực làm việc, tiện nghi cao cấp.",Lý tưởng cho khách công tác hoặc gia đình nhỏ.
1801,449,Standard Double Room,2,15,1800000,1620000,"Khách sạn 4 sao, view sông Hương, tiện nghi đầy đủ.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1802,449,Superior Twin Room,2,10,2200000,1980000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1803,449,Triple Room,3,5,3000000,2700000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1804,449,Family Quad Room,4,3,3800000,3420000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1805,450,Standard Double Room,2,18,1000000,900000,"Vị trí trung tâm, giá cả phải chăng, tiện nghi 3 sao.",Phòng cơ bản, sạch sẽ, giá rẻ.
1806,450,Superior Twin Room,2,12,1300000,1170000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1807,450,Triple Room,3,8,1800000,1620000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1808,450,Family Quad Room,4,5,2200000,1980000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1809,451,Standard Double Room,2,20,700000,630000,"Khách sạn bình dân, nằm gần khu vực Đại Nội và các di tích lịch sử.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1810,451,Twin Room with Window,2,15,900000,810000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1811,451,Triple Room,3,10,1200000,1080000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1812,451,Family Quad Room,4,5,1600000,1440000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1813,452,Standard Double Room,2,18,1200000,1080000,"Khách sạn 3 sao, tiện nghi cơ bản, gần khu vực Kinh thành Huế.",Phòng cơ bản, sạch sẽ, giá rẻ.
1814,452,Superior Twin Room,2,12,1500000,1350000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1815,452,Triple Room,3,8,2000000,1800000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1816,452,Family Quad Room,4,5,2500000,2250000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1817,453,Standard Double Room,2,20,600000,540000,"Sạch sẽ, giá cả phải chăng, gần các điểm tham quan.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1818,453,Twin Room with Window,2,15,800000,720000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1819,453,Triple Room,3,10,1100000,990000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1820,453,Family Quad Room,4,5,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1821,454,Garden House (1 Bedroom),2,10,5000000,4500000,"Khu nghỉ dưỡng biệt thự vườn, kiến trúc truyền thống Huế, gần Đại Nội.",Biệt thự nhỏ, không gian vườn yên tĩnh.
1822,454,Garden House (2 Bedrooms),4,8,8000000,7200000,"Biệt thự 2 phòng ngủ, vườn riêng, kiến trúc cổ điển.",Lý tưởng cho gia đình, không gian rộng rãi, tiện nghi sang trọng.
1823,454,King Suite with Terrace,2,5,6500000,5850000,"Căn suite rộng rãi, thiết kế sang trọng, view vườn, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi.
1824,454,Family Connecting Houses,4,3,12000000,10800000,"2 căn nhà vườn thông nhau, tiện ích đầy đủ cho gia đình.",Giải pháp lưu trú cho gia đình.
1825,455,Deluxe Room City View,2,15,2200000,1980000,"Khách sạn 4 sao, nằm gần trung tâm và khu vực Đại Nội, có dịch vụ spa.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1826,455,Alba Suite with Spa Access,2,10,3500000,3150000,"Phòng khách nhỏ, ban công lớn, bao gồm dịch vụ spa.",Phòng dành cho khách muốn thư giãn với dịch vụ spa.
1827,455,Triple Room,3,5,4500000,4050000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1828,455,Family Quad Room,4,3,5500000,4950000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1829,456,Deluxe Room River View,2,10,7500000,6750000,"Khách sạn 5 sao, kiến trúc thuộc địa Pháp, nằm ven sông Hương.",Phòng nghỉ tiêu chuẩn, sang trọng, view sông.
1830,456,Presidential Suite,4,8,15000000,13500000,"Suite 2 phòng ngủ, phòng khách riêng, tiện nghi xa xỉ, tầm nhìn toàn cảnh.",Trải nghiệm nghỉ dưỡng đỉnh cao.
1831,456,Garden Suite,2,5,10000000,9000000,"Căn suite rộng rãi, thiết kế sang trọng, view vườn, tiện nghi cao cấp.",Căn suite sang trọng, không gian rộng rãi.
1832,456,Connecting Rooms,4,3,12000000,10800000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1833,457,Standard Double Room,2,15,1800000,1620000,"Khách sạn 4 sao, view sông Hương, tiện nghi đầy đủ.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1834,457,Superior Twin Room,2,10,2200000,1980000,"Phòng rộng hơn Standard, sạch sẽ, tiện nghi cơ bản.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1835,457,Triple Room,3,5,3000000,2700000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1836,457,Family Quad Room,4,3,3800000,3420000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1837,458,Deluxe Room City View,2,12,3000000,2700000,"Khách sạn 4 sao cổ kính, nằm ngay cầu Tràng Tiền và sông Hương.",Phòng nghỉ tiêu chuẩn, sang trọng, view thành phố.
1838,458,Saigon Morin Suite (River View),2,8,5000000,4500000,"Phòng khách nhỏ, ban công lớn hướng sông, tiện nghi cao cấp.",Căn suite sang trọng, view sông Hương và cầu Tràng Tiền.
1839,458,Family Connecting Rooms,4,5,6500000,5850000,"2 phòng Deluxe thông nhau, tiện nghi đầy đủ.",Lựa chọn tối ưu cho gia đình.
1840,458,Executive Suite,3,3,8000000,7200000,"Căn suite rộng rãi, có khu vực làm việc, tiện nghi cao cấp.",Lý tưởng cho khách công tác hoặc gia đình nhỏ.
1841,459,Deluxe Room City View,2,15,2500000,2250000,"Khách sạn 4 sao, nằm gần sông Hương, dịch vụ cao cấp.",Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái.
1842,459,Eldora Suite,2,10,4000000,3600000,"Phòng khách nhỏ, ban công lớn, tiện nghi nâng cấp.",Căn suite với không gian sống và nghỉ ngơi tách biệt.
1843,459,Triple Room,3,5,5500000,4950000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1844,459,Family Quad Room,4,3,7000000,6300000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1845,460,Standard Double Room,2,20,800000,720000,"Khách sạn 3 sao, nằm gần khu vực sông, giá cả phải chăng.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1846,460,Twin Room with Window,2,15,1000000,900000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1847,460,Triple Room,3,10,1400000,1260000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1848,460,Family Quad Room,4,5,1800000,1620000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1849,461,Standard Double Room,2,15,1500000,1350000,"Resort 3 sao, nằm sát biển Thuận An, không gian yên tĩnh.",Phòng cơ bản, sạch sẽ, giá rẻ.
1850,461,Bungalow Garden View,2,10,2200000,1980000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1851,461,Triple Room,3,5,3000000,2700000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1852,461,Family Quad Room,4,3,3800000,3420000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1853,462,Standard Double Room,2,20,500000,450000,"Khách sạn bình dân, nằm gần biển, sạch sẽ, giá rẻ.",Phòng cơ bản, sạch sẽ, giá siêu rẻ.
1854,462,Twin Room with Window,2,15,700000,630000,"Phòng có cửa sổ, 2 giường đơn, sạch sẽ.",Phòng tiêu chuẩn, đủ tiện nghi cơ bản.
1855,462,Triple Room,3,10,900000,810000,"3 người, tiện nghi cơ bản, tiết kiệm chi phí.",Phòng ba người, đơn giản và hiệu quả.
1856,462,Family Quad Room,4,5,1200000,1080000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
1857,463,Standard Double Room,2,18,1000000,900000,"Resort nhỏ, tiện nghi cơ bản, phục vụ khách du lịch biển.",Phòng cơ bản, sạch sẽ, giá rẻ.
1858,463,Bungalow Garden View,2,12,1500000,1350000,"Bungalow riêng biệt, view vườn, không gian thoáng đãng.",Phòng riêng tư, gần gũi thiên nhiên.
1859,463,Triple Room,3,8,2000000,1800000,"3 người, tiện nghi cơ bản, giải pháp kinh tế.",Phòng ba người, đơn giản và hiệu quả.
1860,463,Family Quad Room,4,5,2500000,2250000,"4 người, 2 giường đôi, không gian đủ dùng.",Phòng gia đình kinh tế.
